SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009
50,4,9,6,95,California,Solano County,394542,394545,396974,403862,407855,408397,408346,406605,406181,405994,406293,407234
50,4,9,6,97,California,Sonoma County,458614,458616,460411,464454,463593,463715,463211,461359,459783,461424,466424,472102
50,4,9,6,99,California,Stanislaus County,446997,446998,449702,463783,477197,486512,491558,498592,502989,506411,507450,510385
50,4,9,6,101,California,Sutter County,78930,78930,79149,79941,81767,84067,85653,87670,89746,91497,92127,92614
50,4,9,6,103,California,Tehama County,56039,56039,56136,56474,57000,57933,58784,59587,60374,60764,61143,61138
50,4,9,6,105,California,Trinity County,13022,13022,13006,12916,13158,13336,13328,13631,13865,13933,14015,14165
50,4,9,6,107,California,Tulare County,368021,368021,368628,372592,378285,386399,394996,403653,409641,416189,422343,429668
50,4,9,6,109,California,Tuolumne County,54501,54504,54651,55162,55681,56213,56185,56267,56068,55681,55616,55175
50,4,9,6,111,California,Ventura County,753197,753186,756366,765278,776560,783840,787749,786058,788073,789671,794778,802983
50,4,9,6,113,California,Yolo County,168660,168657,169884,175390,180290,182762,184993,185850,189082,193912,196619,199407
50,4,9,6,115,California,Yuba County,60219,60219,60334,61339,62399,63462,64378,67029,70012,71698,72865,72925
40,4,8,8,0,Colorado,Colorado,4301261,4302015,4328070,4433068,4504265,4548775,4599681,4660780,4753044,4842259,4935213,5024748
50,4,8,8,1,Colorado,Adams County,363857,347985,350961,360348,371781,378785,386663,397463,409532,419607,429597,440994
50,4,8,8,3,Colorado,Alamosa County,14966,14966,14964,14991,15168,15125,15293,15317,15288,15297,15441,15424
50,4,8,8,5,Colorado,Arapahoe County,487967,488890,491701,502810,509598,514406,519785,525293,532347,543414,554372,565360
50,4,8,8,7,Colorado,Archuleta County,9898,9896,10038,10492,10951,11167,11374,11623,12096,12479,12497,12430
50,4,8,8,9,Colorado,Baca County,4517,4517,4501,4468,4331,4106,4050,3979,3912,3840,3782,3723
50,4,8,8,11,Colorado,Bent County,5998,5998,5968,5763,5903,6144,6195,6169,6070,5785,6058,6560
50,4,8,8,13,Colorado,Boulder County,291288,269768,271669,278981,281941,282126,284815,286545,291449,295691,300452,303482
50,4,8,8,14,Colorado,Broomfield County,X,39193,39563,41436,42522,45098,46591,48490,51454,53664,54813,55990
50,4,8,8,15,Colorado,Chaffee County,16242,16242,16315,16388,16668,16678,16725,16710,16626,16858,17000,17156
50,4,8,8,17,Colorado,Cheyenne County,2231,2231,2218,2173,2100,1986,1932,1875,1833,1781,1779,1746
50,4,8,8,19,Colorado,Clear Creek County,9322,9322,9310,9400,9492,9335,9048,9011,8869,8933,8910,8706
50,4,8,8,21,Colorado,Conejos County,8400,8400,8398,8320,8299,8220,8235,8190,8083,8006,7980,7844
50,4,8,8,23,Colorado,Costilla County,3663,3663,3668,3576,3557,3522,3497,3370,3341,3303,3246,3148
50,4,8,8,25,Colorado,Crowley County,5518,5518,5533,5681,5792,5627,5920,5939,6242,6471,6498,6403
50,4,8,8,27,Colorado,Custer County,3503,3503,3514,3636,3667,3794,3821,3879,3863,3964,3944,4000
50,4,8,8,29,Colorado,Delta County,27834,27834,27916,28147,28764,28988,29402,29491,29899,30219,30834,31322
50,4,8,8,31,Colorado,Denver County,554636,553691,556094,564411,561072,558351,558506,561323,568692,578789,593086,610345
50,4,8,8,33,Colorado,Dolores County,1844,1844,1846,1835,1842,1802,1797,1803,1892,1889,1954,1940
50,4,8,8,35,Colorado,Douglas County,175766,175766,180311,197344,210037,221978,234810,246058,259881,271955,281138,288225
50,4,8,8,37,Colorado,Eagle County,41659,41675,41987,43381,44477,45312,46317,47719,49112,50568,52019,53653
50,4,8,8,39,Colorado,Elbert County,19872,19872,20099,21167,21779,21953,22139,22374,22648,22684,22938,23287
50,4,8,8,41,Colorado,El Paso County,516929,516933,519463,535549,544815,551129,558680,567103,579710,585518,595359,604542
50,4,8,8,43,Colorado,Fremont County,46145,46145,46277,46747,47197,47108,46858,46930,47203,47340,47677,47815
50,4,8,8,45,Colorado,Garfield County,43791,43791,44259,45579,46793,47388,47881,49177,51111,52965,54838,56298
50,4,8,8,47,Colorado,Gilpin County,4757,4771,4816,4833,4859,4867,4861,4939,5034,5070,5238,5604
50,4,8,8,49,Colorado,Grand County,12442,12442,12490,12645,12959,13017,13186,13114,13373,13575,13775,13911
50,4,8,8,51,Colorado,Gunnison County,13956,13956,14006,14194,14314,14254,14315,14403,14656,14988,15222,15350
50,4,8,8,53,Colorado,Hinsdale County,790,790,790,815,797,777,809,792,816,834,818,821
50,4,8,8,55,Colorado,Huerfano County,7862,7862,7823,7869,7921,7934,7714,7763,7774,7705,7765,7558
50,4,8,8,57,Colorado,Jackson County,1577,1577,1576,1522,1521,1494,1463,1422,1383,1369,1340,1369
50,4,8,8,59,Colorado,Jefferson County,527056,525330,526471,529690,529191,526426,522889,522007,524507,528396,533295,536922
50,4,8,8,61,Colorado,Kiowa County,1622,1622,1614,1534,1485,1452,1394,1385,1360,1305,1272,1238
50,4,8,8,63,Colorado,Kit Carson County,8011,8011,7978,7974,8203,8072,8098,8010,7948,7871,8128,8402
50,4,8,8,65,Colorado,Lake County,7812,7812,7832,7839,7819,7691,7697,7653,7666,7854,7999,8046
50,4,8,8,67,Colorado,La Plata County,43941,43949,44221,45103,45979,46258,46905,47792,48834,49668,50633,51464
50,4,8,8,69,Colorado,Larimer County,251494,251486,253152,260746,265659,268671,271830,275477,281215,286927,292889,298382
50,4,8,8,71,Colorado,Las Animas County,15207,15207,15276,15119,15443,15720,15588,15608,15725,15815,15901,16020
50,4,8,8,73,Colorado,Lincoln County,6087,6087,6064,5866,5857,5786,5612,5471,5329,5247,5208,5169
50,4,8,8,75,Colorado,Logan County,20504,20574,20647,21271,21229,21286,21122,20849,20895,20908,20718,20772
50,4,8,8,77,Colorado,Mesa County,116255,116935,117488,119287,122131,124510,127095,129457,133651,138289,141905,146093
50,4,8,8,79,Colorado,Mineral County,831,831,837,821,857,894,939,923,916,963,950,912
50,4,8,8,81,Colorado,Moffat County,13184,13184,13166,13145,13304,13245,13335,13122,13298,13555,13822,13980
50,4,8,8,83,Colorado,Montezuma County,23830,23830,23863,23707,23943,24239,24429,24468,24907,25108,25150,25368
50,4,8,8,85,Colorado,Montrose County,33432,33432,33600,34342,35108,35674,36192,37069,38098,39452,40484,41412
50,4,8,8,87,Colorado,Morgan County,27171,27171,27256,27281,27499,27634,27607,27567,27639,27552,27540,27850
50,4,8,8,89,Colorado,Otero County,20311,20311,20248,20008,19673,19546,19389,19184,18967,18706,18639,18670
50,4,8,8,91,Colorado,Ouray County,3742,3742,3776,3808,3914,3941,4086,4160,4219,4400,4588,4602
50,4,8,8,93,Colorado,Park County,14523,14523,14696,15346,15919,16242,16420,16560,16656,16964,16997,16762
50,4,8,8,95,Colorado,Phillips County,4480,4480,4455,4470,4521,4449,4522,4524,4482,4469,4448,4472
50,4,8,8,97,Colorado,Pitkin County,14872,14872,14790,14909,14909,14923,14834,14905,14905,15099,15616,16043
50,4,8,8,99,Colorado,Prowers County,14483,14483,14444,14251,14170,13992,13784,13684,13370,13006,12989,12982
50,4,8,8,101,Colorado,Pueblo County,141472,141472,141839,144130,146735,147931,148578,149677,151814,154348,156009,157224
50,4,8,8,103,Colorado,Rio Blanco County,5986,5986,5979,5846,5909,5859,5918,5832,6033,6198,6318,6534
50,4,8,8,105,Colorado,Rio Grande County,12413,12413,12429,12172,12157,12192,12193,12043,11839,11621,11632,11581
50,4,8,8,107,Colorado,Routt County,19690,19688,19828,20214,20446,20833,21077,21282,21722,22340,22965,23469
50,4,8,8,109,Colorado,Saguache County,5917,5917,5978,6155,6442,6590,6798,6822,6842,6864,7018,7097
50,4,8,8,111,Colorado,San Juan County,558,558,559,567,568,572,580,565,574,574,571,555
50,4,8,8,113,Colorado,San Miguel County,6594,6594,6616,6885,7156,7121,7115,7193,7186,7459,7527,7558
50,4,8,8,115,Colorado,Sedgwick County,2747,2747,2743,2650,2673,2620,2512,2471,2416,2330,2348,2326
50,4,8,8,117,Colorado,Summit County,23548,23548,23701,24715,24966,25313,25177,25287,25745,26234,26724,27239
50,4,8,8,119,Colorado,Teller County,20555,20555,20648,21055,21276,21270,21130,21282,21440,21749,21616,21685
50,4,8,8,121,Colorado,Washington County,4926,4926,4942,4816,4943,4890,4777,4718,4666,4597,4472,4420
50,4,8,8,123,Colorado,Weld County,180936,180857,183045,193060,203570,210635,217706,225856,234387,242250,248852,254759
50,4,8,8,125,Colorado,Yuma County,9841,9841,9815,9785,9694,9827,9671,9613,9604,9580,9620,9734
40,1,1,9,0,Connecticut,Connecticut,3405565,3405607,3411726,3428433,3448382,3467673,3474610,3477416,3485162,3488633,3502932,3518288
50,1,1,9,1,Connecticut,Fairfield County,882567,882567,884420,888036,890635,892311,892291,891015,888526,889067,894401,901208
50,1,1,9,3,Connecticut,Hartford County,857183,857183,858422,861183,864497,868343,868109,870039,871743,874107,876319,879835
50,1,1,9,5,Connecticut,Litchfield County,182193,182212,182628,183987,185656,186795,187772,187822,188393,188465,188647,188728
50,1,1,9,7,Connecticut,Middlesex County,155071,155073,155633,157061,159207,160784,161377,162025,163326,164034,164932,165702
50,1,1,9,9,Connecticut,New Haven County,824008,824011,824992,828610,832376,837258,838429,839408,841055,843619,845573,848006
50,1,1,9,11,Connecticut,New London County,259088,259106,259575,261007,263098,265341,266890,265443,268331,264481,265830,266830
50,1,1,9,13,Connecticut,Tolland County,136364,136366,136860,138737,141963,144448,145798,146492,147556,148200,149919,150461
50,1,1,9,15,Connecticut,Windham County,109091,109089,109196,109812,110950,112393,113944,115172,116232,116660,117311,117518
40,3,5,10,0,Delaware,Delaware,783600,783557,786411,794620,804131,814905,826639,839906,853022,864896,876211,885122
50,3,5,10,1,Delaware,Kent County,126697,126704,127109,128821,131301,134222,138382,143294,148041,152090,155492,157741
50,3,5,10,3,Delaware,New Castle County,500265,500272,501913,505564,509113,512919,516887,520918,524473,527786,531057,534634
50,3,5,10,5,Delaware,Sussex County,156638,156581,157389,160235,163717,167764,171370,175694,180508,185020,189662,192747
40,3,5,11,0,District of Columbia,District of Columbia,572059,572055,571744,578042,579585,577777,579796,582049,583978,586409,590074,599657
50,3,5,11,1,District of Columbia,District of Columbia,572059,572055,571744,578042,579585,577777,579796,582049,583978,586409,590074,599657
40,3,5,12,0,Florida,Florida,15982378,15982839,16047118,16353869,16680309,16981183,17375259,17783868,18088505,18277888,18423878,18537969
50,3,5,12,1,Florida,Alachua County,217955,217955,218602,221394,223994,225862,228346,231849,237199,240196,242133,243574
50,3,5,12,3,Florida,Baker County,22259,22259,22373,22533,23143,23285,23789,24382,25021,25605,26048,26336
50,3,5,12,5,Florida,Bay County,148217,148218,148258,149807,152213,154726,157841,161586,163802,163300,163802,164767
50,3,5,12,7,Florida,Bradford County,26088,26088,26078,26094,26343,27097,27791,28191,28610,28997,29171,29235
50,3,5,12,9,Florida,Brevard County,476230,476230,477735,485810,494239,502985,515890,526088,530319,534407,536314,536357
50,3,5,12,11,Florida,Broward County,1623018,1623016,1631723,1667903,1698735,1719073,1741272,1766620,1762334,1746968,1753262,1766476
50,3,5,12,13,Florida,Calhoun County,13017,13017,13040,12734,12745,12986,13058,13352,13394,13515,13543,13821
50,3,5,12,15,Florida,Charlotte County,141627,141627,142246,146008,149473,152138,156281,153407,154885,157235,157736,156952
50,3,5,12,17,Florida,Citrus County,118085,118085,118639,121081,123243,125757,129208,132947,136796,139838,140865,140357
50,3,5,12,19,Florida,Clay County,140814,140814,141621,145492,150645,155357,162473,168280,176720,182392,185102,186756
50,3,5,12,21,Florida,Collier County,251377,251377,254070,264232,275367,284896,295453,306640,311650,313463,315533,318537
50,3,5,12,23,Florida,Columbia County,56513,56510,56726,57340,58333,59898,61457,63916,66975,67927,68901,69264
50,3,5,12,27,Florida,DeSoto County,32209,32209,32262,32603,32662,33531,34240,34258,34764,35096,35036,35297
50,3,5,12,29,Florida,Dixie County,13827,13827,13817,13921,13940,13895,14199,14600,14859,14871,14846,14824
50,3,5,12,31,Florida,Duval County,778879,778866,779803,791064,802673,812238,821644,830828,842100,848841,853116,857040
50,3,5,12,33,Florida,Escambia County,294410,294410,294784,298831,299746,301040,301768,302476,305287,302580,302776,303343
50,3,5,12,35,Florida,Flagler County,49832,49832,50560,53715,57432,62154,68241,75420,82285,88088,90700,91622
50,3,5,12,37,Florida,Franklin County,11057,9829,9841,9882,9934,9950,9981,10055,11134,11272,11247,11280
50,3,5,12,39,Florida,Gadsden County,45087,45087,45067,45467,45182,45223,45506,45863,46109,46728,47450,47474
50,3,5,12,41,Florida,Gilchrist County,14437,14443,14540,14556,14874,15448,15714,16217,16558,16918,17046,17116
50,3,5,12,43,Florida,Glades County,10576,10576,10585,10761,10912,10946,11123,11270,11093,10967,11072,10950
50,3,5,12,45,Florida,Gulf County,13332,14559,14587,14889,14880,15210,15364,15658,15713,15763,15683,15755
50,3,5,12,47,Florida,Hamilton County,13327,13327,13325,13702,13698,13850,13894,13762,14124,14251,14412,14592
50,3,5,12,49,Florida,Hardee County,26938,26938,26911,26679,27284,27416,27657,27846,28192,28832,29135,29415
50,3,5,12,51,Florida,Hendry County,36210,36210,36326,36173,36248,36424,37221,38521,39106,39399,39602,39594
50,3,5,12,53,Florida,Hernando County,130802,130803,131425,134090,137681,142368,149114,156478,163551,168982,171447,171233
50,3,5,12,55,Florida,Highlands County,87366,87366,87407,88459,89822,90700,92752,95174,97265,98512,99034,98704
50,3,5,12,57,Florida,Hillsborough County,998948,998943,1003269,1026319,1050928,1071415,1099688,1132025,1158212,1169910,1180118,1195317
50,3,5,12,59,Florida,Holmes County,18564,18564,18535,18634,18614,18876,18819,18882,19055,19119,19170,19099
50,3,5,12,61,Florida,Indian River County,112947,112943,113387,115324,117807,119836,124105,126778,129980,132837,134293,135167
50,3,5,12,63,Florida,Jackson County,46755,46754,46754,46431,46441,46688,47424,48460,48832,48955,50915,50930
50,3,5,12,65,Florida,Jefferson County,12902,12902,12906,12835,13200,13405,13723,13831,13988,13854,13982,14010
50,3,5,12,67,Florida,Lafayette County,7022,7022,7038,7119,7202,7228,7438,7868,8013,8023,8054,7949
50,3,5,12,69,Florida,Lake County,210528,210509,212808,224077,234662,246008,260829,275559,291330,302170,307964,312119
50,3,5,12,71,Florida,Lee County,440888,440889,443916,458557,474109,490139,512180,541542,565956,585264,588709,586908
50,3,5,12,73,Florida,Leon County,239452,239454,240410,241627,243733,248102,250863,253978,258104,262720,264597,265714
50,3,5,12,75,Florida,Levy County,34450,34450,34617,34927,35586,35946,36729,37357,38240,38830,39199,39147
50,3,5,12,77,Florida,Liberty County,7021,7021,6996,7005,7141,7210,7292,7577,7729,7798,7966,7983
50,3,5,12,79,Florida,Madison County,18733,18733,18746,18828,18621,18619,18859,18801,18981,18977,18961,18901
50,3,5,12,81,Florida,Manatee County,264002,264006,265662,272034,279448,286175,294894,305054,311553,314027,316059,318361
50,3,5,12,83,Florida,Marion County,258916,258914,260285,264393,271261,279156,289817,301714,313964,323032,327172,328547
50,3,5,12,85,Florida,Martin County,126731,126731,127160,129149,131604,134556,137009,138474,137740,138865,139080,139794
50,3,5,12,86,Florida,Miami-Dade County,2253362,2253786,2258765,2294643,2328122,2352658,2381215,2413583,2438702,2453567,2478745,2500625
50,3,5,12,87,Florida,Monroe County,79589,79589,79483,79105,78963,78880,77901,76135,74104,73420,73298,73165
50,3,5,12,89,Florida,Nassau County,57663,57663,57949,59123,60458,61513,62909,64526,66529,68441,69815,70576
50,3,5,12,91,Florida,Okaloosa County,170498,170497,170966,171966,175924,178644,182220,183398,182462,180911,179529,178473
50,3,5,12,93,Florida,Okeechobee County,35910,35910,35917,36315,36822,37303,38672,39380,39813,40023,40222,40241
50,3,5,12,95,Florida,Orange County,896344,896354,902756,927735,946806,965744,993478,1029447,1053941,1066117,1075737,1086480
50,3,5,12,97,Florida,Osceola County,172493,172493,174182,183420,194071,206016,220191,231926,246259,258283,266609,270618
50,3,5,12,99,Florida,Palm Beach County,1131184,1131190,1135318,1157710,1185745,1208940,1240191,1262956,1265707,1264648,1269745,1279950
50,3,5,12,101,Florida,Pasco County,344765,344771,347318,358627,371409,385513,404697,425683,444325,459566,468384,471709
50,3,5,12,103,Florida,Pinellas County,921482,921497,922261,923153,923557,923484,924605,924628,918551,912764,910058,909013
50,3,5,12,105,Florida,Polk County,483924,483924,485378,491393,498428,508118,521029,538638,557477,573483,580282,583403
50,3,5,12,107,Florida,Putnam County,70423,70423,70419,70401,71004,71248,72019,72750,73411,73740,73455,72893
50,3,5,12,109,Florida,St. Johns County,123135,123148,124478,129832,135882,142313,151916,160508,168762,175818,182447,187436
50,3,5,12,111,Florida,St. Lucie County,192695,192695,193433,197728,204349,212555,225240,237569,249741,260461,265646,266502
50,3,5,12,113,Florida,Santa Rosa County,117743,117743,118387,121531,128077,132549,138284,142364,144279,147753,150356,151759
50,3,5,12,115,Florida,Sarasota County,325957,325966,327041,332874,338940,345161,354095,363146,365613,368841,369867,369765
50,3,5,12,117,Florida,Seminole County,365196,365202,367089,373723,381313,385706,392099,402834,408464,408308,410658,413204
50,3,5,12,119,Florida,Sumter County,53345,53348,53554,54709,57482,58797,60069,63405,68577,72711,75219,77681
50,3,5,12,121,Florida,Suwannee County,34844,34847,35024,35539,35942,36440,37103,38055,38773,39473,39830,40149
50,3,5,12,123,Florida,Taylor County,19256,19254,19215,19262,19222,19619,19573,19861,20016,20947,21390,21400
50,3,5,12,125,Florida,Union County,13442,13442,13462,13511,13472,13462,14086,14350,14274,14727,14935,14584
50,3,5,12,127,Florida,Volusia County,443343,443343,445060,451291,458400,465989,476695,485940,494302,498769,497344,495890
50,3,5,12,129,Florida,Wakulla County,22863,22866,22989,24046,24929,25699,26691,27799,29158,30246,31142,32815
50,3,5,12,131,Florida,Walton County,40601,40602,40819,42502,44046,45721,47684,49581,51372,52664,53920,55105
50,3,5,12,133,Florida,Washington County,20973,20973,21015,21251,21148,21299,21651,21822,22371,22883,23994,23916
40,3,5,13,0,Georgia,Georgia,8186453,8186781,8230161,8419594,8585535,8735259,8913676,9097428,9330086,9533761,9697838,9829211
50,3,5,13,1,Georgia,Appling County,17419,17419,17408,17458,17513,17729,17726,17713,17682,17905,18044,18011
50,3,5,13,3,Georgia,Atkinson County,7609,7609,7610,7627,7708,7923,7893,7976,8049,8165,8198,8230
